VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
1587,VINEYARD BRANDS INC        ,6/27/2016,10629,6/10/2016,7/30/2016,2357,"$17,769",88.85,None
90024,VINILANDIA USA             ,6/27/2016,10599,6/8/2016,8/6/2016,874,"$8,232",40.34,None
1601,VRANKEN AMERICA            ,6/23/2016,10630,6/10/2016,7/21/2016,167,"$2,482",11.17,None
90057,WALPOLE MTN VIEW WINERY    ,6/27/2016,10576,6/7/2016,7/22/2016,12,$156,0.84,None
9622,WEIN BAUER INC             ,6/26/2016,10548,6/5/2016,8/6/2016,5,$95,0.46,None
9625,WESTERN SPIRITS BEVERAGE CO,6/20/2016,10549,6/5/2016,7/25/2016,709,"$10,397",54.06,None
3664,WILLIAM GRANT & SONS INC   ,6/24/2016,10563,6/6/2016,8/7/2016,4717,"$90,087",495.48,None
9815,WINE GROUP INC             ,6/22/2016,10577,6/7/2016,7/23/2016,16576,"$99,078",535.02,None
90058,ZORVINO VINEYARDS          ,6/24/2016,10631,6/10/2016,7/26/2016,129,"$1,015",4.87,None
60,ADAMBA IMPORTS INTL INC    ,7/1/2016,10680,6/15/2016,8/6/2016,138,"$2,245",10.78,None
105,ALTAMAR BRANDS LLC         ,6/29/2016,10632,6/12/2016,8/12/2016,12,$429,2.31,None
4466,AMERICAN VINTAGE BEVERAGE  ,6/29/2016,10695,6/16/2016,8/12/2016,143,"$1,586",8.09,None
388,ATLANTIC IMPORTING COMPANY ,7/4/2016,10645,6/13/2016,8/5/2016,11,$235,1.29,None
480,BACARDI USA INC            ,7/4/2016,10665,6/14/2016,8/12/2016,49452,"$400,799",1923.84,Frank Delahunt
516,BANFI PRODUCTS CORP        ,7/1/2016,10646,6/13/2016,7/30/2016,2849,"$20,652",113.59,None
1265,BLACK ROCK SPIRITS LLC     ,6/29/2016,10647,6/13/2016,8/12/2016,6,$84,0.45,None
1128,BROWN-FORMAN CORP          ,7/4/2016,10666,6/14/2016,8/8/2016,19012,"$265,744",1222.42,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,6/29/2016,10696,6/16/2016,8/3/2016,73,"$1,605",8.67,None
1273,CALEDONIA SPIRITS INC      ,6/29/2016,10714,6/17/2016,8/4/2016,195,"$5,867",26.99,None
11567,CAMPARI AMERICA            ,6/27/2016,10648,6/13/2016,8/10/2016,9812,"$88,053",405.04,None
90046,CANDIA VINEYARDS           ,6/30/2016,10667,6/14/2016,7/29/2016,60,$918,4.86,None
1485,CASTLE BRANDS CORP.        ,7/5/2016,10715,6/17/2016,8/6/2016,1766,"$27,532",129.4,None
2876,CENTEUR IMPORTS LLC        ,7/1/2016,10697,6/16/2016,8/14/2016,24,$206,0.93,None
4380,CHARLES JACQUIN ET CIE INC ,6/27/2016,10698,6/16/2016,8/12/2016,565,"$4,684",25.29,None
1650,Circa Wines                ,6/27/2016,10716,6/17/2016,8/7/2016,12,$101,0.54,None
1392,CONSTELLATION BRANDS INC   ,6/28/2016,10681,6/15/2016,8/8/2016,47360,"$323,156",1648.1,Frank Delahunt
90047,CRUSH WINES                ,6/29/2016,10699,6/16/2016,8/2/2016,789,"$10,809",58.37,None
2242,DELICATO VINEYARDS INC     ,7/4/2016,10682,6/15/2016,8/1/2016,3795,"$31,293",153.33,None
1590,DIAGEO CHATEAU ESTATE WINES,6/27/2016,10668,6/14/2016,7/28/2016,2599,"$18,705",101.01,None
3960,DIAGEO NORTH AMERICA INC   ,6/29/2016,10700,6/16/2016,8/9/2016,99841,"$982,423",4420.9,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,6/27/2016,10701,6/16/2016,7/30/2016,1524,"$18,520",83.34,None
2450,DJINN SPIRITS LLC          ,7/4/2016,10669,6/14/2016,8/13/2016,21,$394,2.17,None
2496,DUGGANS DISTILLED PRODUCTS ,6/29/2016,10702,6/16/2016,8/2/2016,5394,"$5,909",28.95,None
17037,Dunn Wine Brokers          ,7/3/2016,10649,6/13/2016,7/28/2016,48,$594,2.67,None
3252,E & J GALLO WINERY         ,7/3/2016,10633,6/12/2016,8/8/2016,31303,"$210,502",1115.66,None
2561,EDRINGTON AMERICAS         ,6/29/2016,10670,6/14/2016,8/14/2016,1039,"$32,461",172.04,None
1655,FABRIZIA SPIRITS LLC       ,7/2/2016,10650,6/13/2016,8/9/2016,530,"$6,440",28.98,None
17031,FLAG HILL WINERY & VINEYARD,7/1/2016,10651,6/13/2016,8/10/2016,443,"$6,014",31.87,None
90011,FORTUNE WINE BROKERS LLC   ,7/4/2016,10652,6/13/2016,7/29/2016,12,$102,0.46,None
9744,FREDERICK WILDMAN & SONS   ,7/1/2016,10703,6/16/2016,7/30/2016,1145,"$10,470",48.16,None
90051,FULCHINO VINEYARD INC      ,7/5/2016,10717,6/17/2016,8/13/2016,36,$406,1.87,None
90052,HAUNTING WHISPER VYDS      ,6/28/2016,10653,6/13/2016,8/3/2016,14,$111,0.52,None
3924,HEAVEN HILL DISTILLERIES   ,6/29/2016,10683,6/15/2016,8/6/2016,8608,"$63,520",292.19,None
90053,INCREDIBREW INC            ,7/1/2016,10671,6/14/2016,8/5/2016,81,$716,3.37,None
17032,JEWELL TOWNE VINEYARDS     ,7/4/2016,10684,6/15/2016,7/30/2016,80,$627,3.2,None
12546,JIM BEAM BRANDS COMPANY    ,7/4/2016,10654,6/13/2016,8/4/2016,48870,"$461,196",2490.46,Frank Delahunt
4550,KLIN SPIRITS LLC           ,7/1/2016,10704,6/16/2016,7/31/2016,119,"$1,664",9.15,None
4692,KOBRAND CORPORATION        ,7/2/2016,10634,6/12/2016,8/4/2016,1977,"$27,105",138.23,None
90032,LABELLE VYDS AND WINERY    ,7/1/2016,10705,6/16/2016,8/14/2016,258,"$2,794",14.81,None
4848,LAIRD & CO                 ,6/29/2016,10635,6/12/2016,7/29/2016,328,"$2,184",12.01,None
4950,LATITUDE BEVERAGE COMPANY  ,7/3/2016,10655,6/13/2016,8/11/2016,1376,"$7,982",43.1,None
8352,LUXCO INC                  ,6/28/2016,10685,6/15/2016,8/2/2016,4899,"$42,615",200.29,None
9552,M S WALKER INC             ,6/30/2016,10686,6/15/2016,8/13/2016,23974,"$190,714",1048.93,None
10000,MAJESTIC FINE WINES        ,7/2/2016,10718,6/17/2016,8/14/2016,9904,"$75,959",394.99,None
5270,MANGO BOTTLING INC         ,6/29/2016,10656,6/13/2016,8/8/2016,1277,"$9,116",41.93,None
5455,MARSALLE COMPANY           ,6/30/2016,10719,6/17/2016,8/6/2016,153,"$4,040",20.2,None
4425,MARTIGNETTI COMPANIES ,7/1/2016,10657,6/13/2016,8/11/2016,85,$972,4.86,None
4425,MARTIGNETTI COMPANIES,7/1/2016,10720,6/17/2016,7/30/2016,57590,"$628,048",3014.63,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,6/29/2016,10721,6/17/2016,8/8/2016,645,"$6,087",30.43,None
6213,MHW LTD                    ,7/4/2016,10706,6/16/2016,8/10/2016,3157,"$35,388",191.1,None
8112,MOET HENNESSY USA INC      ,6/30/2016,10687,6/15/2016,8/12/2016,6763,"$133,065",652.02,None
6215,MOONLIGHT MEADERY          ,6/29/2016,10658,6/13/2016,8/1/2016,248,"$2,263",10.86,None
6355,NICHE W & S                ,7/3/2016,10636,6/12/2016,8/11/2016,50,$735,3.38,None
6359,OLE SMOKY DISTILLERY LLC   ,6/28/2016,10722,6/17/2016,8/4/2016,142,"$2,032",9.75,None
6785,PALM BAY INTERNATIONAL INC ,6/27/2016,10707,6/16/2016,7/28/2016,4344,"$30,799",157.07,None
6830,PARK STREET IMPORTS LLC    ,6/30/2016,10688,6/15/2016,8/1/2016,12,$198,1.09,None
10754,PERFECTA WINES             ,6/29/2016,10708,6/16/2016,8/7/2016,6832,"$81,312",447.22,None
17035,PERNOD RICARD USA          ,6/27/2016,10672,6/14/2016,8/10/2016,36026,"$486,813",2385.38,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,7/1/2016,10723,6/17/2016,8/2/2016,885,"$11,660",62.96,None
7153,PINE STATE TRADING CO      ,7/2/2016,10724,6/17/2016,7/29/2016,7378,"$56,702",300.52,None
7154,PREMIER DISTRIBUTORS       ,7/4/2016,10659,6/13/2016,8/10/2016,90,"$1,333",6.8,None
7240,"PREMIUM PORT WINES, INC.   ",7/3/2016,10660,6/13/2016,8/9/2016,93,$687,3.23,None
7245,PROXIMO SPIRITS INC.       ,7/5/2016,10637,6/12/2016,8/9/2016,14210,"$157,666",709.5,None
7255,PSP WINES ,6/29/2016,10725,6/17/2016,7/30/2016,153,$976,4.39,None
7239,REMY COINTREAU USA INC     ,7/4/2016,10661,6/13/2016,8/12/2016,3112,"$69,035",379.69,None
10050,Russian Standard Vodka     ,6/30/2016,10726,6/17/2016,8/12/2016,172,"$2,237",10.96,None
8004,SAZERAC CO INC             ,6/29/2016,10727,6/17/2016,8/4/2016,30717,"$173,477",815.34,None
660,SAZERAC NORTH AMERICA INC. ,7/5/2016,10673,6/14/2016,8/6/2016,10254,"$72,847",335.09,None
17033,SEA BREEZE CELLARS LLC     ,7/1/2016,10728,6/17/2016,8/13/2016,35,$378,1.7,None
8150,SEA HAGG DISTILLERY LLC    ,7/4/2016,10674,6/14/2016,8/11/2016,295,"$3,109",16.17,None
98450,Serralles Usa LLC          ,6/28/2016,10729,6/17/2016,8/13/2016,250,"$3,721",18.61,None
8320,SHAW ROSS INT L IMP LTD    ,7/2/2016,10709,6/16/2016,8/10/2016,1579,"$13,008",67.64,None
3089,SIDNEY FRANK IMPORTING CO  ,7/4/2016,10638,6/12/2016,8/4/2016,3397,"$32,205",161.03,None
28750,SMOKY QUARTZ DISTILLERY LLC,7/3/2016,10730,6/17/2016,8/2/2016,71,"$1,562",7.97,None
2000,SOUTHERN WINE & SPIRITS NE ,7/5/2016,10675,6/14/2016,8/12/2016,8927,"$79,777",398.88,None
653,STATE WINE & SPIRITS   ,6/29/2016,10639,6/12/2016,8/12/2016,3114,"$28,975",147.77,None
8673,STE MICHELLE WINE ESTATES  ,7/4/2016,10731,6/17/2016,8/12/2016,8868,"$62,022",322.51,None
12331,STELLAR IMPORTING CO LLC   ,7/4/2016,10710,6/16/2016,7/30/2016,48,$353,1.66,None
8664,"STOLI GROUP,(USA) LLC      ",6/27/2016,10640,6/12/2016,7/28/2016,4598,"$66,835",300.76,None
8735,SURVILLE ENTERPRISES CORP  ,6/29/2016,10689,6/15/2016,8/14/2016,53,$473,2.13,None
90056,SWEET BABY VINEYARD        ,6/28/2016,10690,6/15/2016,8/6/2016,435,"$3,643",18.94,None
172662,SWEETWATER FARM         ,7/1/2016,10676,6/14/2016,8/8/2016,6,$116,0.64,None
8920,TAKARA SAKE USA INC        ,7/3/2016,10677,6/14/2016,8/5/2016,198,"$1,031",5.26,None
28776,TALL SHIP DISTILLERY LLC   ,7/3/2016,10691,6/15/2016,8/14/2016,30,$621,3.29,None
173357,TAMWORTH DISTILLING        ,6/28/2016,10711,6/16/2016,8/10/2016,11,$207,1.03,None
90017,THE IMPORTED GRAPE LLC     ,6/30/2016,10692,6/15/2016,8/13/2016,24,$174,0.8,None
9819,TREASURY WINE ESTATES      ,6/29/2016,10678,6/14/2016,8/14/2016,11650,"$71,034",340.96,None
8892,TRINCHERO FAMILY ESTATES   ,7/3/2016,10712,6/16/2016,8/6/2016,6054,"$40,447",218.41,None
9260,TY KU LLC                  ,7/5/2016,10662,6/13/2016,8/5/2016,24,$206,1.09,None
9165,ULTRA BEVERAGE COMPANY LLP ,6/28/2016,10641,6/12/2016,8/3/2016,22813,"$243,163",1191.5,None
90010,VINEXTRA INC               ,6/27/2016,10663,6/13/2016,7/31/2016,275,"$2,989",14.94,None
1587,VINEYARD BRANDS INC        ,7/1/2016,10642,6/12/2016,8/9/2016,3003,"$25,093",130.49,None
90024,VINILANDIA USA             ,6/28/2016,10679,6/14/2016,8/3/2016,1171,"$10,952",55.86,None
1601,VRANKEN AMERICA            ,6/27/2016,10664,6/13/2016,8/3/2016,202,"$2,706",14.34,None
90057,WALPOLE MTN VIEW WINERY    ,7/2/2016,10732,6/17/2016,8/8/2016,24,$264,1.37,None
9622,WEIN BAUER INC             ,6/30/2016,10693,6/15/2016,8/2/2016,37,$552,3.03,None
9625,WESTERN SPIRITS BEVERAGE CO,7/2/2016,10713,6/16/2016,8/2/2016,6263,"$9,759",49.77,None
3664,WILLIAM GRANT & SONS INC   ,7/3/2016,10643,6/12/2016,8/14/2016,5473,"$112,166",504.75,None
9815,WINE GROUP INC             ,7/1/2016,10694,6/15/2016,8/10/2016,16916,"$101,027",505.13,None
90058,ZORVINO VINEYARDS          ,7/5/2016,10644,6/12/2016,8/5/2016,322,"$2,586",12.67,None
60,ADAMBA IMPORTS INTL INC    ,7/9/2016,10776,6/22/2016,8/15/2016,74,"$1,204",5.9,None
105,ALTAMAR BRANDS LLC         ,7/7/2016,10797,6/23/2016,8/14/2016,6,$214,1.05,None
4466,AMERICAN VINTAGE BEVERAGE  ,7/9/2016,10777,6/22/2016,8/15/2016,18,$180,0.99,None
388,ATLANTIC IMPORTING COMPANY ,7/11/2016,10764,6/21/2016,8/9/2016,12,$256,1.3,None
480,BACARDI USA INC            ,7/9/2016,10778,6/22/2016,8/4/2016,28926,"$395,673",1899.23,Frank Delahunt
516,BANFI PRODUCTS CORP        ,7/9/2016,10733,6/19/2016,8/10/2016,2742,"$22,151",115.19,None
2396,BLACK PRINCE DISTILLERY INC,7/5/2016,10752,6/20/2016,8/5/2016,12,$52,0.26,None
1128,BROWN-FORMAN CORP          ,7/12/2016,10753,6/20/2016,8/8/2016,15812,"$209,653",964.4,None
1189,BULLY BOY DISTILLERS       ,7/4/2016,10812,6/24/2016,8/19/2016,46,"$1,022",5.11,None
1273,CALEDONIA SPIRITS INC      ,7/7/2016,10779,6/22/2016,8/16/2016,136,"$4,197",22.25,None
11567,CAMPARI AMERICA            ,7/7/2016,10780,6/22/2016,8/14/2016,8167,"$74,223",371.12,None
90046,CANDIA VINEYARDS           ,7/5/2016,10813,6/24/2016,8/11/2016,12,$123,0.68,None
1485,CASTLE BRANDS CORP.        ,7/9/2016,10734,6/19/2016,8/16/2016,1985,"$29,858",164.22,None
2876,CENTEUR IMPORTS LLC        ,7/12/2016,10765,6/21/2016,8/15/2016,5,$48,0.24,None
4380,CHARLES JACQUIN ET CIE INC ,7/11/2016,10735,6/19/2016,8/14/2016,398,"$3,312",16.89,None
1650,Circa Wines                ,7/4/2016,10814,6/24/2016,8/18/2016,12,$153,0.78,None
1392,CONSTELLATION BRANDS INC   ,7/8/2016,10736,6/19/2016,8/20/2016,42828,"$305,980",1407.51,Frank Delahunt
90047,CRUSH WINES                ,7/8/2016,10815,6/24/2016,8/12/2016,252,"$2,156",9.7,None
2242,DELICATO VINEYARDS INC     ,7/9/2016,10798,6/23/2016,8/20/2016,3112,"$24,297",133.64,None
1590,DIAGEO CHATEAU ESTATE WINES,7/8/2016,10816,6/24/2016,8/20/2016,2521,"$18,773",99.5,None
3960,DIAGEO NORTH AMERICA INC   ,7/10/2016,10754,6/20/2016,8/20/2016,82971,"$892,942",4643.3,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,7/5/2016,10817,6/24/2016,8/4/2016,1009,"$13,421",65.77,None
2496,DUGGANS DISTILLED PRODUCTS ,7/9/2016,10766,6/21/2016,8/13/2016,794,"$1,848",9.05,None
17037,Dunn Wine Brokers          ,7/8/2016,10737,6/19/2016,8/18/2016,69,$897,4.85,None
3252,E & J GALLO WINERY         ,7/7/2016,10781,6/22/2016,8/8/2016,28492,"$192,578",962.89,None
2561,EDRINGTON AMERICAS         ,7/6/2016,10818,6/24/2016,8/5/2016,865,"$23,644",106.4,None
1655,FABRIZIA SPIRITS LLC       ,7/10/2016,10782,6/22/2016,8/19/2016,761,"$10,482",54.51,None
17031,FLAG HILL WINERY & VINEYARD,7/7/2016,10799,6/23/2016,8/7/2016,214,"$2,957",15.08,None
90011,FORTUNE WINE BROKERS LLC   ,7/9/2016,10755,6/20/2016,8/5/2016,12,$113,0.59,None
9744,FREDERICK WILDMAN & SONS   ,7/6/2016,10738,6/19/2016,8/7/2016,1709,"$16,281",89.55,None
90051,FULCHINO VINEYARD INC      ,7/6/2016,10739,6/19/2016,8/15/2016,12,$164,0.82,None
90052,HAUNTING WHISPER VYDS      ,7/5/2016,10740,6/19/2016,8/12/2016,14,$111,0.61,None
3924,HEAVEN HILL DISTILLERIES   ,7/11/2016,10800,6/23/2016,8/14/2016,6112,"$46,459",223,None
3950,"HOOD RIVER DISTILLERS, Inc.",7/11/2016,10819,6/24/2016,8/4/2016,15,$324,1.78,None
90053,INCREDIBREW INC            ,7/6/2016,10783,6/22/2016,8/10/2016,12,$111,0.6,None
17032,JEWELL TOWNE VINEYARDS     ,7/4/2016,10756,6/20/2016,8/18/2016,93,$808,4.12,None
12546,JIM BEAM BRANDS COMPANY    ,7/10/2016,10820,6/24/2016,8/7/2016,39291,"$374,045",1795.42,Frank Delahunt
4550,KLIN SPIRITS LLC           ,7/10/2016,10784,6/22/2016,8/13/2016,190,"$3,352",17.77,None
4692,KOBRAND CORPORATION        ,7/5/2016,10785,6/22/2016,8/5/2016,1929,"$24,375",119.44,None
90032,LABELLE VYDS AND WINERY    ,7/7/2016,10741,6/19/2016,8/21/2016,115,"$1,266",6.08,None
4848,LAIRD & CO                 ,7/10/2016,10767,6/21/2016,8/14/2016,300,"$2,714",14.11,None
4950,LATITUDE BEVERAGE COMPANY  ,7/10/2016,10768,6/21/2016,8/9/2016,857,"$5,016",26.08,None
8352,LUXCO INC                  ,7/10/2016,10786,6/22/2016,8/19/2016,3904,"$32,457",162.29,None
9552,M S WALKER INC             ,7/4/2016,10769,6/21/2016,8/14/2016,24220,"$181,569",817.06,None
10000,MAJESTIC FINE WINES        ,7/7/2016,10787,6/22/2016,8/4/2016,10158,"$79,794",383.01,None
5270,MANGO BOTTLING INC         ,7/4/2016,10742,6/19/2016,8/18/2016,1194,"$8,595",41.25,None
5455,MARSALLE COMPANY           ,7/10/2016,10770,6/21/2016,8/16/2016,104,"$2,788",13.1,None
4425,MARTIGNETTI COMPANIES ,7/4/2016,10801,6/23/2016,8/17/2016,91,"$1,698",9.17,None
4425,MARTIGNETTI COMPANIES,7/7/2016,10757,6/20/2016,8/21/2016,53691,"$528,133",2640.66,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,7/6/2016,10758,6/20/2016,8/4/2016,380,"$3,400",18.7,None
6213,MHW LTD                    ,7/7/2016,10821,6/24/2016,8/14/2016,2682,"$37,328",179.18,None
8112,MOET HENNESSY USA INC      ,7/4/2016,10771,6/21/2016,8/20/2016,8609,"$168,398",909.35,None
6215,MOONLIGHT MEADERY          ,7/10/2016,10822,6/24/2016,8/5/2016,127,"$1,148",5.28,None
6355,NICHE W & S                ,7/10/2016,10802,6/23/2016,8/6/2016,11,$162,0.73,None
6359,OLE SMOKY DISTILLERY LLC   ,7/4/2016,10743,6/19/2016,8/4/2016,147,"$2,081",11.03,None
6785,PALM BAY INTERNATIONAL INC ,7/6/2016,10759,6/20/2016,8/10/2016,5184,"$36,372",163.67,None
10754,PERFECTA WINES             ,7/10/2016,10823,6/24/2016,8/5/2016,9357,"$78,272",414.84,None
17035,PERNOD RICARD USA          ,7/7/2016,10772,6/21/2016,8/20/2016,25931,"$374,181",1945.74,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,7/9/2016,10824,6/24/2016,8/8/2016,808,"$9,472",48.31,None
7153,PINE STATE TRADING CO      ,7/4/2016,10788,6/22/2016,8/16/2016,7480,"$51,185",271.28,None
7154,PREMIER DISTRIBUTORS       ,7/11/2016,10744,6/19/2016,8/11/2016,70,"$1,059",5.61,None
7240,"PREMIUM PORT WINES, INC.   ",7/8/2016,10789,6/22/2016,8/4/2016,87,$620,2.79,None
7245,PROXIMO SPIRITS INC.       ,7/4/2016,10745,6/19/2016,8/21/2016,11991,"$132,833",704.02,None
7255,PSP WINES ,7/11/2016,10803,6/23/2016,8/20/2016,144,$953,4.77,None
7749,R.P.IMPORTS INC            ,7/8/2016,10804,6/23/2016,8/8/2016,12,$642,3.34,None
7239,REMY COINTREAU USA INC     ,7/4/2016,10773,6/21/2016,8/20/2016,2700,"$61,909",321.93,None
10050,Russian Standard Vodka     ,7/9/2016,10805,6/23/2016,8/11/2016,95,"$1,264",6.95,None
8004,SAZERAC CO INC             ,7/11/2016,10746,6/19/2016,8/8/2016,27034,"$152,282",807.09,None
660,SAZERAC NORTH AMERICA INC. ,7/11/2016,10806,6/23/2016,8/20/2016,7800,"$55,713",278.57,None
17033,SEA BREEZE CELLARS LLC     ,7/10/2016,10825,6/24/2016,8/6/2016,58,$573,3.15,None
8150,SEA HAGG DISTILLERY LLC    ,7/8/2016,10790,6/22/2016,8/18/2016,117,"$1,237",6.8,None
98450,Serralles Usa LLC          ,7/6/2016,10807,6/23/2016,8/10/2016,140,"$2,007",9.83,None
8320,SHAW ROSS INT L IMP LTD    ,7/4/2016,10791,6/22/2016,8/9/2016,1201,"$11,168",56.95,None
3089,SIDNEY FRANK IMPORTING CO  ,7/11/2016,10792,6/22/2016,8/13/2016,3754,"$34,237",154.07,None
28750,SMOKY QUARTZ DISTILLERY LLC,7/4/2016,10793,6/22/2016,8/21/2016,40,$834,4.59,None
2000,SOUTHERN WINE & SPIRITS NE ,7/4/2016,10808,6/23/2016,8/20/2016,8220,"$67,797",352.55,None
653,STATE WINE & SPIRITS   ,7/6/2016,10826,6/24/2016,8/7/2016,2409,"$24,758",121.31,None
8673,STE MICHELLE WINE ESTATES  ,7/8/2016,10827,6/24/2016,8/8/2016,9340,"$61,991",334.75,None
12331,STELLAR IMPORTING CO LLC   ,7/8/2016,10760,6/20/2016,8/8/2016,36,$337,1.85,None
8664,"STOLI GROUP,(USA) LLC      ",7/10/2016,10747,6/19/2016,8/12/2016,4906,"$77,412",410.28,None
8735,SURVILLE ENTERPRISES CORP  ,7/12/2016,10761,6/20/2016,8/5/2016,91,$773,3.48,None
90056,SWEET BABY VINEYARD        ,7/4/2016,10748,6/19/2016,8/16/2016,297,"$2,482",13.65,None
8920,TAKARA SAKE USA INC        ,7/11/2016,10809,6/23/2016,8/5/2016,135,$594,3.15,None
28776,TALL SHIP DISTILLERY LLC   ,7/4/2016,10810,6/23/2016,8/21/2016,12,$249,1.37,None
173357,TAMWORTH DISTILLING        ,7/7/2016,10794,6/22/2016,8/12/2016,19,$362,1.74,None
90017,THE IMPORTED GRAPE LLC     ,7/9/2016,10811,6/23/2016,8/11/2016,12,$111,0.59,None
90037,THE PIERPONT GROUP LLC     ,7/8/2016,10749,6/19/2016,8/6/2016,12,$82,0.44,None
9819,TREASURY WINE ESTATES      ,7/10/2016,10828,6/24/2016,8/14/2016,9460,"$56,480",271.1,None
8892,TRINCHERO FAMILY ESTATES   ,7/4/2016,10750,6/19/2016,8/12/2016,6461,"$49,458",267.07,None
9165,ULTRA BEVERAGE COMPANY LLP ,7/11/2016,10751,6/19/2016,8/18/2016,21059,"$249,611",1123.25,None
9751,VINEDREA WINES LLC         ,7/5/2016,10774,6/21/2016,8/21/2016,1,$23,0.12,None
90010,VINEXTRA INC               ,7/8/2016,10829,6/24/2016,8/20/2016,101,"$1,249",6.24,None
1587,VINEYARD BRANDS INC        ,7/4/2016,10830,6/24/2016,8/8/2016,3070,"$19,385",94.99,None
90024,VINILANDIA USA             ,7/6/2016,10795,6/22/2016,8/19/2016,800,"$7,019",34.39,None
1601,VRANKEN AMERICA            ,7/12/2016,10762,6/20/2016,8/7/2016,163,"$2,276",10.7,None
9622,WEIN BAUER INC             ,7/7/2016,10796,6/22/2016,8/15/2016,18,$343,1.58,None
9625,WESTERN SPIRITS BEVERAGE CO,7/5/2016,10831,6/24/2016,8/12/2016,2303,"$5,825",27.96,None
3664,WILLIAM GRANT & SONS INC   ,7/9/2016,10832,6/24/2016,8/9/2016,4298,"$82,807",455.44,None
9815,WINE GROUP INC             ,7/5/2016,10763,6/20/2016,8/14/2016,15498,"$88,552",407.34,None
90058,ZORVINO VINEYARDS          ,7/10/2016,10775,6/21/2016,8/5/2016,63,$472,2.36,None
60,ADAMBA IMPORTS INTL INC    ,7/7/2016,10834,6/25/2016,8/7/2016,14,$228,1.25,None
105,ALTAMAR BRANDS LLC         ,7/8/2016,10835,6/25/2016,8/5/2016,2,$71,0.36,None
4466,AMERICAN VINTAGE BEVERAGE  ,7/8/2016,10836,6/25/2016,8/14/2016,8,$86,0.43,None
480,BACARDI USA INC            ,7/5/2016,10837,6/25/2016,8/12/2016,6718,"$94,479",434.6,None
516,BANFI PRODUCTS CORP        ,7/11/2016,10838,6/25/2016,8/10/2016,505,"$3,171",17.44,None
1128,BROWN-FORMAN CORP          ,7/11/2016,10839,6/25/2016,8/21/2016,2524,"$38,149",190.74,None
1189,BULLY BOY DISTILLERS       ,7/10/2016,10840,6/25/2016,8/17/2016,48,"$1,054",5.06,None
1273,CALEDONIA SPIRITS INC      ,7/11/2016,10841,6/25/2016,8/6/2016,39,"$1,198",5.99,None
11567,CAMPARI AMERICA            ,7/12/2016,10842,6/25/2016,8/14/2016,2386,"$18,472",92.36,None
90046,CANDIA VINEYARDS           ,7/8/2016,10843,6/25/2016,8/6/2016,12,$225,1.01,None
1485,CASTLE BRANDS CORP.        ,7/4/2016,10844,6/25/2016,8/14/2016,429,"$8,929",42.86,None
4380,CHARLES JACQUIN ET CIE INC ,7/4/2016,10845,6/25/2016,8/9/2016,138,"$1,111",5.22,None
1650,Circa Wines                ,7/10/2016,10846,6/25/2016,8/16/2016,12,$298,1.37,None
1392,CONSTELLATION BRANDS INC   ,7/5/2016,10847,6/25/2016,8/16/2016,12037,"$83,617",409.72,None
90047,CRUSH WINES                ,7/11/2016,10848,6/25/2016,8/20/2016,95,$918,4.5,None
2242,DELICATO VINEYARDS INC     ,7/5/2016,10849,6/25/2016,8/12/2016,844,"$5,851",26.91,None
1590,DIAGEO CHATEAU ESTATE WINES,7/8/2016,10850,6/25/2016,8/7/2016,577,"$4,095",21.29,None
3960,DIAGEO NORTH AMERICA INC   ,7/12/2016,10851,6/25/2016,8/16/2016,18886,"$209,961",1049.8,None
2555,DISARONNO INTERNATIONAL LLC,7/8/2016,10852,6/25/2016,8/21/2016,346,"$3,816",20.61,None
2450,DJINN SPIRITS LLC          ,7/9/2016,10853,6/25/2016,8/19/2016,12,$295,1.45,None
2496,DUGGANS DISTILLED PRODUCTS ,7/11/2016,10854,6/25/2016,8/10/2016,36,$560,2.57,None
17037,Dunn Wine Brokers          ,7/5/2016,10855,6/25/2016,8/5/2016,12,$137,0.73,None
3252,E & J GALLO WINERY         ,7/8/2016,10856,6/25/2016,8/18/2016,7159,"$50,584",252.92,None
2561,EDRINGTON AMERICAS         ,7/4/2016,10857,6/25/2016,8/16/2016,331,"$9,796",44.08,None
1655,FABRIZIA SPIRITS LLC       ,7/7/2016,10858,6/25/2016,8/12/2016,162,"$1,835",8.44,None
17031,FLAG HILL WINERY & VINEYARD,7/9/2016,10859,6/25/2016,8/18/2016,83,$997,5.48,None
9744,FREDERICK WILDMAN & SONS   ,7/12/2016,10860,6/25/2016,8/16/2016,177,"$1,749",8.04,None
3924,HEAVEN HILL DISTILLERIES   ,7/8/2016,10861,6/25/2016,8/19/2016,1738,"$14,323",74.48,None
90053,INCREDIBREW INC            ,7/7/2016,10862,6/25/2016,8/10/2016,12,$105,0.52,None
17032,JEWELL TOWNE VINEYARDS     ,7/8/2016,10863,6/25/2016,8/9/2016,24,$195,0.92,None
12546,JIM BEAM BRANDS COMPANY    ,7/5/2016,10864,6/25/2016,8/15/2016,9402,"$87,605",464.31,None
